metal1,metal2,n_metal1,n_metal2,linker1,linker2,linker3,n_linker1,n_linker2,n_linker3,modulator1,modulator2,n_modulator1,n_modulator2,solvent1,solvent2,solvent3,n_solvent1,n_solvent2,n_solvent3,temperature,time,equip,result,linker1_smiles,linker2_smiles,linker3_smiles,linker1_carboxylate,linker2_carboxylate,linker3_carboxylate,linker1_N_donnor,linker2_N_donnor,linker3_N_donnor,linker1_phosphate,linker2_phosphate,linker3_phosphate,linker1_chelating,linker2_chelating,linker3_chelating,solvent1_smiles,solvent1_type,solvent1_mmol,solvent2_smiles,solvent2_type,solvent2_mmol,solvent3_smiles,solvent3_type,solvent3_mmol,modulator1_smiles,modulator1_type,modulator1_mmol,modulator2_smiles,modulator2_type,modulator2_mmol,linker1_MW,linker2_MW,linker3_MW,linker1_mol,linker2_mol,linker3_mol,metal1_mol,metal2_mol,solvent1_mol,solvent2_mol,solvent3_mol,modulator1_mol,modulator2_mol
Zn(NO3)2·6H2O,,4 mmol,,"2,6-naphthalenedicarboxylic acid",,,2 mmol,,,30% H2O2,Triethylamine,0.15 mL,2.3 mL,DMF,,,40 mL,,,25.0,1.0,2,0,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,OO,S,42.41399588,CCN(CC)CC,B,7.169680798,216.042258736,,,2.0,,,4.0,,516.8969764,,,1.9086298146,16.4902658354
Zn(NO3)2·6H2O,,40 mmol,,"2,3,5,6-tetramethylbenzene-1,4-dicarboxylic acid",,,5.4 mmol,,,,,,,DEF,,,600 mL,,,70.0,48.0,2,0,O=C(O)C=1C(=C(C(C(=O)O)=C(C1C)C)C)C,,,2.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,222.089208928,,,5.4,,,40.0,,5372.417202,,,,
ZrOCl2·8H2O,,40.3 umol,,LH4,,,19.3 umol,,,benzoic acid,,7.4 mmol,,DMF,,,5 mL,,,120.0,96.0,1,1,O=C(O)C1=CC=C(C#CC2=CC(C#CC3=CC=C(C=C3)C(=O)O)=C4C=CC5=C(C#CC6=CC=C(C=C6)C(=O)O)C=C(C#CC7=CC=C(C=C7)C(=O)O)C8=CC=C2C4=C85)C=C1,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C=1C=CC=CC1,A,8.188666885,,,,778.1627677920001,,,0.0193,,,0.0402999999999999,,64.61212205,,,7.4,
CrO3,,0.5 g,,trimesic acid,,,1.05 g,,,Hydrofluoric acid,,5 mmol,,H2O,,,24 mL,,,220.0,96.0,1,0,O=C(O)C=1C=C(C=C(C1)C(=O)O)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,F,A,49.52523738,,,,210.016437912,,,4.999608651775941,,,5.0,,1335.75582696,,,5.0,
AlCl3·6H2O,,20 mol,,H2PZDC·H2O,,,20 mol,,,NaOH,,60 mol,,H2O,,,50000 mL,,,100.0,6.0,2,0,O=C(O)C1=NNC(=C1)C(=O)O.O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,[Na]O,B,25.0,,,,174.027671292,,,20000.0,,,20000.0,,2782824.6395,,,60000.0,
AlCl3·6H2O,,20 mol,,H2TDC,,,20 mol,,,NaOH,,60 mol,,H2O,,,50000 mL,,,100.0,6.0,2,0,O=C(O)C=1SC(=CC1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,[Na]O,B,25.0,,,,171.983029608,,,20000.0,,,20000.0,,2782824.6395,,,60000.0,
AlCl3·6H2O,,20 mol,,H2FDC,,,20 mol,,,NaOH,,60 mol,,H2O,,,50000 mL,,,100.0,6.0,2,0,O=C(O)C=1OC(=CC1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,[Na]O,B,25.0,,,,156.00587322799998,,,20000.0,,,20000.0,,2782824.6395,,,60000.0,
AlCl3·6H2O,,0.2 mol,,H2PylDC,,,0.2 mol,,,NaOH,,0.6 mol,,H2O,,,500 mL,,,120.0,6.0,2,0,O=C(O)C1=CC=C(N1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,[Na]O,B,25.0,,,,155.02185764,,,200.0,,,200.0,,27828.246395,,,600.0,
AlCl3·6H2O,,20 mol,,Fum,,,20 mol,,,NaOH,,60 mol,,H2O,,,50000 mL,,,100.0,6.0,2,0,O=C(O)C=CC(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,[Na]O,B,25.0,,,,116.010958608,,,20000.0,,,20000.0,,2782824.6395,,,60000.0,
Al2(SO4)3·18H2O,,10 mol,,IPA,,,20 mol,,,NaOH,,60 mol,,H2O,,,50000 mL,,,100.0,6.0,2,0,O=C(O)C1=CC=CC(=C1)C(=O)O,,,2.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,[Na]O,B,25.0,,,,166.026608672,,,20000.0,,,10000.0,,2782824.6395,,,60000.0,
Zn(NO3)2·6H2O,,0.22 mmol,,H3BTB-NH2,,,0.025 mmol,,,,,,,DEF,,,10 mL,,,85.0,48.0,1,1,O=C(O)C1=CC=C(C=C1N)C2=CC(=CC(=C2)C=3C=CC(C(=O)O)=C(N)C3)C4=CC=C(C(=O)O)C(N)=C4,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,483.143035392,,,0.025,,,0.22,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.840 mmol,,H3BTB-OCH3,,,0.10 mmol,,,,,,,DEF,,,10 mL,,,100.0,20.0,1,1,O=C(OC)C1=CC=C(C=C1OC)C2=CC(=CC(=C2)C=3C=CC(C(=O)OC)=C(OC)C3)C4=CC=C(C(=O)OC)C(OC)=C4,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,570.1889825399999,,,0.1,,,0.84,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.840 mmol,,H3BTB-OC7H7,,,0.10 mmol,,,,,,,DEF,,,10 mL,,,100.0,20.0,1,1,O=C(O)C1=CC=C(C=C1OCC=2C=CC=CC2)C3=CC(=CC(=C3)C=4C=CC(C(=O)O)=C(OCC=5C=CC=CC5)C4)C6=CC=C(C(=O)O)C(OCC=7C=CC=CC7)=C6,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,756.235932732,,,0.1,,,0.84,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.420 mmol,,H3BTB-F2,,,0.050 mmol,,,,,,,DEF,,,10 mL,,,100.0,48.0,1,1,O=C(O)C1=C(F)C=C(C=C1F)C2=CC(=CC(=C2)C=3C=C(F)C(C(=O)O)=C(F)C3)C4=CC(F)=C(C(=O)O)C(F)=C4,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,546.053807424,,,0.05,,,0.42,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.420 mmol,,H3BTB-C4H4,,,0.050 mmol,,,,,,,DEF,,,10 mL,,,100.0,48.0,1,1,O=C(O)C=1C=CC(C2=CC(=CC(=C2)C=3C=CC(C(=O)O)=C4C=CC=CC34)C=5C=CC(C(=O)O)=C6C=CC=CC56)=C7C=CC=CC17,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,588.157288488,,,0.05,,,0.42,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.420 mmol,,H3BTB-F,,,0.050 mmol,,,,,,,DEF,,,10 mL,,,100.0,48.0,1,1,O=C(O)C1=CC=C(C=C1F)C2=CC(=CC(=C2)C=3C=CC(C(=O)O)=C(F)C3)C4=CC=C(C(=O)O)C(F)=C4,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,492.0820728599999,,,0.05,,,0.42,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.420 mmol,,H3BTB-CH3,,,0.050 mmol,,,,,,,DEF,,,10 mL,,,100.0,48.0,1,1,O=C(O)C1=CC=C(C=C1C)C2=CC(=CC(=C2)C=3C=CC(C(=O)O)=C(C3)C)C4=CC=C(C(=O)O)C(=C4)C,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,480.1572884879999,,,0.05,,,0.42,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.672 mmol,,H3BTB-mNH2,,,0.090 mmol,,,,,,,DMF,NMP,EtOH,7.5 mL,7.5 mL,1.5 mL,95.0,24.0,1,1,O=C(OC)C=1C=CC(=C(N)C1)C2=CC(=CC(=C2)C=3C=CC(=CC3N)C(=O)OC)C=4C=CC(=CC4N)C(=O)OC,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O=C1N(C)CCC1,S,10.36013316,OCC,S,17.12611244,,,,,,,525.1899855839999,,,0.09,,,0.672,,96.918183075,77.7009987,25.68916866,,
Zn(NO3)2·6H2O,,0.420 mmol,,H3BTB-C4H4/NH2,,,0.050 mmol,,,,,,,DEF,,,10 mL,,,100.0,48.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(C(=O)O)=C4C=CC=CC34)C=5C=CC(C(=O)O)=C(N)C5,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,503.1368873919999,,,0.05,,,0.42,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.840 mmol,,H3BTB-F2,,,0.10 mmol,,,,,,,DEF,,,10 mL,,,85.0,48.0,1,1,O=C(O)C1=C(F)C=C(C=C1F)C2=CC(=CC(=C2)C=3C=C(F)C(C(=O)O)=C(F)C3)C4=CC(F)=C(C(=O)O)C(F)=C4,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,546.053807424,,,0.1,,,0.84,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.840 mmol,,H3BTB-mNH2,,,0.10 mmol,,,,,,,DMF,,,10 mL,,,85.0,48.0,1,1,O=C(OC)C=1C=CC(=C(N)C1)C2=CC(=CC(=C2)C=3C=CC(=CC3N)C(=O)OC)C=4C=CC(=CC4N)C(=O)OC,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,525.1899855839999,,,0.1,,,0.84,,129.2242441,,,,
Zn(NO3)2·6H2O,,0.672 mmol,,H3BTB-mNH2,,,0.090 mmol,,,,,,,DEF,MeOH,,15 mL,1.5 mL,,95.0,24.0,1,1,O=C(OC)C=1C=CC(=C(N)C1)C2=CC(=CC(=C2)C=3C=CC(=CC3N)C(=O)OC)C=4C=CC(=CC4N)C(=O)OC,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,OC,S,25.28089888,,,,,,,,,,525.1899855839999,,,0.09,,,0.672,,134.31043004999998,37.92134832,,,
Zn(NO3)2·6H2O,,0.840 mmol,,H3BTB,H3BTB-NH2,,0.05 mmol,0.05 mmol,,,,,,DEF,,,10 mL,,,100.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,O=C(O)C1=CC=C(C=C1N)C2=CC(=CC(=C2)C=3C=CC(C(=O)O)=C(N)C3)C4=CC=C(C(=O)O)C(N)=C4,,3.0,3.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,438.1103382959999,483.143035392,,0.05,0.05,,0.84,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.840 mmol,,H3BTB,H3BTB-F2,,0.03 mmol,0.07 mmol,,,,,,DEF,,,10 mL,,,100.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,O=C(O)C1=C(F)C=C(C=C1F)C2=CC(=CC(=C2)C=3C=C(F)C(C(=O)O)=C(F)C3)C4=CC(F)=C(C(=O)O)C(F)=C4,,3.0,3.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,438.1103382959999,546.053807424,,0.03,0.07,,0.84,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.840 mmol,,H3BTB,H3BTB-NH2,H3BTB-C4H4,0.33 mmol,0.33 mmol,0.33 mmol,,,,,DEF,,,10 mL,,,100.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,O=C(O)C1=CC=C(C=C1N)C2=CC(=CC(=C2)C=3C=CC(C(=O)O)=C(N)C3)C4=CC=C(C(=O)O)C(N)=C4,O=C(O)C=1C=CC(C2=CC(=CC(=C2)C=3C=CC(C(=O)O)=C4C=CC=CC34)C=5C=CC(C(=O)O)=C6C=CC=CC56)=C7C=CC=CC17,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O=CN(CC)CC,S,8.95402867,,,,,,,,,,,,,438.1103382959999,483.143035392,588.157288488,0.33,0.33,0.33,0.84,,89.5402867,,,,
Zn(NO3)2·6H2O,,0.25 mmol,,H3BTE,,,0.015 mmol,,,,,,,DMF,NMP,,2.0 mL,2.0 mL,,85.0,96.0,1,1,O=C(O)C1=CC=C(C#CC=2C=C(C#CC3=CC=C(C=C3)C(=O)O)C=C(C#CC4=CC=C(C=C4)C(=O)O)C2)C=C1,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O=C1N(C)CCC1,S,10.36013316,,,,,,,,,,510.1103382959999,,,0.015,,,0.25,,25.84484882,20.72026632,,,
Zn(NO3)2·6H2O,,0.33 mmol,,H3BBC,,,0.033 mmol,,,,,,,DEF,NMP,,4.0 mL,4.0 mL,,85.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C3=CC(=CC(=C3)C=4C=CC(=CC4)C=5C=CC(=CC5)C(=O)O)C=6C=CC(=CC6)C=7C=CC(=CC7)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,O=C1N(C)CCC1,S,10.36013316,,,,,,,,,,666.20423868,,,0.033,,,0.33,,35.81611468,41.44053264,,,
Zn(NO3)2·6H2O,,3.19 mmol,,H3BBC,,,0.30 mmol,,,,,,,DEF,NMP,,80 mL,80 mL,,82.0,48.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C3=CC(=CC(=C3)C=4C=CC(=CC4)C=5C=CC(=CC5)C(=O)O)C=6C=CC(=CC6)C=7C=CC(=CC7)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(CC)CC,S,8.95402867,O=C1N(C)CCC1,S,10.36013316,,,,,,,,,,666.20423868,,,0.3,,,3.19,,716.3222936,828.8106528000001,,,
Zn(NO3)2·6H2O,,0.14 mmol,,H3BTB,H2NDC,,0.029 mmol,0.049 mmol,,,,,,DMF,EtOH,,3.0 mL,0.3 mL,,95.0,24.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,O=C(O)C=1C=CC2=CC(=CC=C2C1)C(=O)O,,3.0,2.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,OCC,S,17.12611244,,,,,,,,,,438.1103382959999,216.042258736,,0.029,0.049,,0.14,,38.76727323,5.137833732,,,
Zn(NO3)2·6H2O,,0.14 mmol,,H3BTE,H2BPDC,,0.016 mmol,0.065 mmol,,,,,,DMF,NMP,,5.0 mL,5.0 mL,,95.0,72.0,1,1,O=C(O)C1=CC=C(C#CC=2C=C(C#CC3=CC=C(C=C3)C(=O)O)C=C(C#CC4=CC=C(C=C4)C(=O)O)C2)C=C1,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C(=O)O,,3.0,2.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,O=CN(C)C,S,12.92242441,O=C1N(C)CCC1,S,10.36013316,,,,,,,,,,510.1103382959999,242.0579088,,0.016,0.065,,0.14,,64.61212205,51.8006658,,,
Cu(NO3)2·5H2O,,0.258 mmol,,H3BTB,,,0.048 mmol,,,pyridine,,0.4 mL,,DMF,NMP,,5.0 mL,5.0 mL,,85.0,48.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC(=CC(=C2)C=3C=CC(=CC3)C(=O)O)C=4C=CC(=CC4)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O=C1N(C)CCC1,S,10.36013316,,,,N=1C=CC=CC1,B,12.42376738,,,,438.1103382959999,,,0.048,,,0.258,,64.61212205,51.8006658,,4.969506952,
Cu(NO3)2·5H2O,,0.33 mmol,,H3TAPB,,,0.033 mmol,,,pyridine,,0.4 mL,,DMF,NMP,,5.0 mL,5.0 mL,,85.0,48.0,1,1,O=C(O)C=1C=CC(=CC1)C=2C=CC(=CC2)C=3N=C(N=C(N3)C=4C=CC(=CC4)C=5C=CC(=CC5)C(=O)O)C=6C=CC(=CC6)C=7C=CC(=CC7)C(=O)O,,,3.0,,,3.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O=C1N(C)CCC1,S,10.36013316,,,,N=1C=CC=CC1,B,12.42376738,,,,669.189985584,,,0.033,,,0.33,,64.61212205,51.8006658,,4.969506952,
Cu(NO3)2·5H2O,,0.143 mmol,,H3BBC,,,0.046 mmol,,,,,,,DMF,NMP,,5.0 mL,5.0 mL,,85.0,48.0,1,1,O=C(O)C=1C=CC(=CC1)C2=CC=C(C=C2)C3=CC(=CC(=C3)C=4C=CC(=CC4)C=5C=CC(=CC5)C(=O)O)C=6C=CC(=CC6)C=7C=CC(=CC7)C(=O)O,,,3.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,O=C1N(C)CCC1,S,10.36013316,,,,,,,,,,666.20423868,,,0.046,,,0.143,,64.61212205,51.8006658,,,
VCl3,,20.3 mmol,,H4BPTC,,,3.4 mmol,,,1% HCl,,2 mL,,H2O,,,80 mL,,,210.0,72.0,1,0,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC(C(=O)O)=C(C2)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,Cl,A,30.06582556,,,,330.03756727999996,,,3.4,,,20.3,,4452.5194232,,,0.6013165112000001,
CrCl3·6H2O,,10.6 mmol,,H4BPTC,,,2.1 mmol,,,1% HCl,,15 mL,,H2O,,,100 mL,,,210.0,72.0,1,0,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC(C(=O)O)=C(C2)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O,S,55.65649279,,,,,,,Cl,A,30.06582556,,,,330.03756727999996,,,2.1,,,10.6,,5565.649279,,,4.5098738339999995,
FeCl3,,11.8 mmol,,H4BPTC,,,3.0 mmol,,,36.5% HCl,,3 mL,,DMF,,,80 mL,,,120.0,72.0,1,0,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC(C(=O)O)=C(C2)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,Cl,A,30.06582556,,,,330.03756727999996,,,3.0,,,11.8,,1033.7939528,,,32.9220789882,
In(NO3)3,,10.4 mmol,,H4BPTC,,,3.4 mmol,,,70% HNO3,,2.5 mL,,MeCN,DMF,,25 mL,75 mL,,90.0,48.0,1,0,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC(C(=O)O)=C(C2)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,N#CC,S,19.18270402,O=CN(C)C,S,12.92242441,,,,O=N(=O)O,A,24.59926996,,,,330.03756727999996,,,3.4,,,10.4,,479.5676005,969.18183075,,43.04872243,
Mg(NO3)2·6H2O,,0.31 mmol,,link II,,,0.095 mmol,,,EtOH,H2O,0.5 mL,0.5 mL,DMF,,,7.5 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=CC(C(=O)O)=C(O)C2,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,OCC,S,17.12611244,O,S,55.65649279,274.04773804,,,0.095,,,0.31,,96.918183075,,,8.56305622,27.828246395
Mg(NO3)2·6H2O,,0.62 mmol,,link III,,,0.188 mmol,,,EtOH,H2O,1.0 mL,1.0 mL,DMF,,,15 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=CC(C(=O)O)=C(O)C3)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,OCC,S,17.12611244,O,S,55.65649279,378.1103382959999,,,0.188,,,0.62,,193.83636615,,,17.12611244,55.65649279
Mg(NO3)2·6H2O,,0.31 mmol,,link IV,,,0.093 mmol,,,EtOH,H2O,0.5 mL,0.5 mL,DMF,,,7.5 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=C(C(=CC3C)C=4C=CC(C(=O)O)=C(O)C4)C)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,OCC,S,17.12611244,O,S,55.65649279,482.1729385519999,,,0.093,,,0.31,,96.918183075,,,8.56305622,27.828246395
Mg(NO3)2·6H2O,,0.313 mmol,,link V,,,0.089 mmol,,,EtOH,H2O,0.5 mL,0.5 mL,DMF,,,7.5 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=C(C(=CC3C)C=4C=C(C(=CC4C)C=5C=CC(C(=O)O)=C(O)C5)C)C)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,OCC,S,17.12611244,O,S,55.65649279,586.235538808,,,0.089,,,0.313,,96.918183075,,,8.56305622,27.828246395
Mg(NO3)2·6H2O,,0.313 mmol,,link V-hex,,,0.089 mmol,,,EtOH,H2O,0.5 mL,0.5 mL,DMF,,,7.5 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=C(C(=CC3CCCCCC)C=4C=C(C(=CC4C)C=5C=CC(C(=O)O)=C(O)C5)C)CCCCCC)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,OCC,S,17.12611244,O,S,55.65649279,726.3920394480001,,,0.089,,,0.313,,96.918183075,,,8.56305622,27.828246395
Zn(NO3)2·4H2O,,0.403 mmol,,link VI,,,0.114 mmol,,,,,,,DMF,,,10 mL,,,100.0,48.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=C(C(=CC3C)C=4C=C(C(=CC4C)C=5C=C(C(=CC5C)C=6C=CC(C(=O)O)=C(O)C6)C)C)C)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,690.2981390640001,,,0.114,,,0.403,,129.2242441,,,,
Mg(NO3)2·6H2O,,0.375 mmol,,link VII,,,0.107 mmol,,,EtOH,H2O,0.5 mL,0.5 mL,DMF,,,9.0 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=C(C(=CC3C)C=4C=C(C(=CC4CCCCCC)C=5C=C(C(=CC5C)C=6C=C(C(=CC6C)C=7C=CC(C(=O)O)=C(O)C7)C)C)CCCCCC)C)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,OCC,S,17.12611244,O,S,55.65649279,934.51723996,,,0.107,,,0.375,,116.30181969,,,8.56305622,27.828246395
Mg(NO3)2·6H2O,,0.375 mmol,,link VII-oeg,,,0.117 mmol,,,EtOH,H2O,0.6 mL,0.6 mL,DMF,,,9.0 mL,,,120.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=C(C(=CC3C)C=4C=C(OCCOCCOCCOC)C(=CC4OCCOCCOCCOC)C=5C=C(C(=CC5C)C=6C=C(C(=CC6C)C=7C=CC(C(=O)O)=C(O)C7)C)C)C)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,OCC,S,17.12611244,O,S,55.65649279,1090.507857048,,,0.117,,,0.375,,116.30181969,,,10.275667464,33.393895674
Mg(NO3)2·6H2O,,0.375 mmol,,link IX,,,0.107 mmol,,,EtOH,H2O,0.5 mL,0.5 mL,DMF,,,9.0 mL,,,130.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=C(C(=CC3C)C=4C=C(C(=CC4C)C=5C=C(C(=CC5CCCCCC)C=6C=C(C(=CC6C)C=7C=C(C(=CC7C)C=8C=C(C(=CC8C)C=9C=CC(C(=O)O)=C(O)C9)C)C)C)CCCCCC)C)C)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,OCC,S,17.12611244,O,S,55.65649279,1142.642440472,,,0.107,,,0.375,,116.30181969,,,8.56305622,27.828246395
MgCl2,,0.063 mmol,,link XI,,,0.0074 mmol,,,,,,,DMF,,,3 mL,,,130.0,24.0,1,1,O=C(O)C1=CC=C(C=C1O)C=2C=C(C(=CC2C)C=3C=C(C(=CC3C)C=4C=C(C(=CC4CCCCCC)C=5C=C(C(=CC5C)C=6C=C(C(=CC6C)C=7C=C(C(=CC7C)C=8C=C(C(=CC8CCCCCC)C=9C=C(C(=CC9C)C=%10C=C(C(=CC%10C)C=%11C=CC(C(=O)O)=C(O)C%11)C)C)CCCCCC)C)C)C)CCCCCC)C)C,,,2.0,,,0.0,,,0.0,,,2.0,,,O=CN(C)C,S,12.92242441,,,,,,,,,,,,,1490.9241416239995,,,0.0074,,,0.063,,38.76727323,,,,
ZrOCl2·8H2O,,0.037 mmol,,tetrakis(4-carboxyphenyl)porphyrin,,,0.037 mmol,,,acetic acid,,2.5 mL,,DMF,,,10 mL,,,65.0,72.0,1,0,O=C(O)C=1C=CC(=CC1)C=2C3=NC(C=C3)=C(C4=CC=C(C=C4)C(=O)O)C5=CC=C(N5)C(=C6N=C(C=C6)C(C7=CC=C(C=C7)C(=O)O)=C8C=CC2N8)C=9C=CC(=CC9)C(=O)O,,,4.0,,,0.0,,,0.0,,,0.0,,,O=CN(C)C,S,12.92242441,,,,,,,O=C(O)C,A,17.39550375,,,,790.2063639200002,,,0.037,,,0.037,,129.2242441,,,43.488759375,
