file ID,file name short,doi,content
203,203MOF808,10.1021/ja507119n,"Microcrystalline powder sample of MOF-808-P. Microcrystalline powder samples 
of MOF-808-P were prepared using slightly modified published procedures (S1). H3BTC 
(2.1 g, 10 mmol) and ZrOCl2·8H2O (9.7 g, 30 mmol) were dissolved in DMF/formic acid 
(450 mL/450 mL) and placed in a 1-L screw-capped glass jar, which was heated to 
130 °C for two days. A white precipitate was collected by filtration and washed three 
S5
times with 200 mL of fresh DMF. As-synthesized MOF-808-P was then immersed in 100 
mL of anhydrous DMF for three days, during which time the DMF was replaced three 
times per day. The DMF-exchanged compound was filtrated off and immersed in 100 mL 
of water for three days, during which time the water was replaced three times per day. 
Water exchanged material was then immersed in 100 mL of anhydrous acetone for three 
days, during which time the acetone was replaced three times per day. The 
acetone-exchanged sample was then evacuated at room temperature for 24 h and at 
150 °C for 24 h to yield activated sample (Yield: 5.1 g, 76 % based on Zr). 1
H solution 
NMR spectra of digested, activated sample (400 MHz, DMSO-d6, ppm): 8.64 (s, BTC), 
8.12 (s, HCOOH), peak area ratio (BTC:HCOOH) = 6.0:5.0. Anal. Calcd for 
Zr6C23H18O32 = [Zr6O5(OH)3(C9H3O6)2(HCOO)5](H2O)2: Zr, 40.43; C, 20.41; H, 1.34%. 
Found: Zr, 40.3; C, 21.02; H, 1.37%. 
MOF-808-2.3SO4 single crystal. Single crystals of MOF-808 were prepared 
following the reported procedure (S1). As-synthesized MOF-808 single crystals were 
immersed in anhydrous DMF for three days followed by water for three days, during 
which time the solvent was exchanged three times per day. Roughly 50 mg of 
water-exchanged MOF-808 crystals were immersed in 5 mL of 0.1 M sulfuric acid for 24 
h during which time the mixture was stirred about once every two hours. The single 
crystals were then solvent exchanged with water for three days (water exchanged three 
times per day), quickly exchanged with anhydrous acetone for several times and 
immersed in anhydrous chloroform for three days during which time chloroform was 
exchanged three times per day. The chloroform in the solvent-exchanged crystals was 
removed under dynamic vacuum (30 mTorr) for 24 h at room temperature and 6 h at 
80 °C. 1
H solution NMR spectra of digested, activated samples (400 MHz, DMSO-d6, 
ppm): 8.64 (s, BTC), 8.12 (s, HCOOH), peak area ratio (BTC:HCOOH) = 6.0:0.04. Anal. 
Calcd for Zr6C18H42.4O16.2S2.3 = [Zr6O5.6(OH)2.4(C9H3O6)2(SO4)2.3](H2O)17: C, 13.35; H, 
2.64; S, 4.55%. Found: C, 13.28; H, 2.61; S, 4.45%. 
S6
MOF-808-0.65SO4 microcrystalline powder. Activated MOF-808-P 
microcrystalline powder (0.50 g, 0.37 mmol) was immersed in 50 mL of 0.005 M sulfuric 
acid (0.25 mmol) for 24 h during which time the mixture was stirred about once every 
two hours. The solution was then decanted and the remaining solid material was then 
solvent exchanged with 50 mL water for three days (water exchanged three times per 
day), quickly exchanged with 5 × 50 mL anhydrous acetone and immersed in 50 mL 
anhydrous chloroform for three days during which time chloroform was exchanged three 
times per day. The chloroform-exchanged material was activated under dynamic vacuum 
(30 mTorr) for 24 h at room temperature and 24 h at 150 °C to afford MOF-808-0.65SO4
as white powder which was stored under Ar to avoid hydration (Yield: 0.49 g). 1
H 
solution NMR spectra of digested, activated sample (400 MHz, DMSO-d6, ppm): 8.63 (s, 
BTC), 8.12 (s, HCOOH), peak area ratio (BTC:HCOOH) = 6.0:3.0. Anal. Calcd for 
Zr6C21H13.3O29.6S0.65 = [Zr6O5.7(OH)2.3(C9H3O6)2(HCOO)3(SO4)0.65](H2O): Zr, 41.87; C, 
19.29; H, 1.03; S, 1.59%. Found: Zr, 41.9; C, 19.91; H, 1.11; S, 1.40%. 
MOF-808-1.3SO4 microcrystalline powder. Activated MOF-808-P microcrystalline 
powder (0.50 g, 0.37 mmol) was immersed in 50 mL of 0.01 M sulfuric acid (0.5 mmol) 
for 24 h during which time the mixture was stirred about once every two hours. The 
solution was then decanted and the remaining solid material was then solvent exchanged 
with 50 mL water for three days (water exchanged three times per day), quickly 
exchanged with 5 × 50 mL anhydrous acetone and immersed in 50 mL anhydrous 
chloroform for three days during which time chloroform was exchanged three times per 
day. The chloroform-exchanged material was activated under dynamic vacuum (30 
mTorr) for 24 h at room temperature and 24 h at 150 °C to afford MOF-808-1.3SO4 as
white powder which was stored under Ar to avoid hydration (Yield: 0.47 g). 1
H solution 
NMR spectra of digested, activated sample (400 MHz, DMSO-d6, ppm): 8.63 (s, BTC), 
8.12 (s, HCOOH), peak area ratio (BTC:HCOOH) = 6.0:1.8. Anal. Calcd for 
S7
Zr6C19.8H10.2O28.8S1.3 = [Zr6O5.6(OH)2.4(C9H3O6)2(HCOO)1.8(SO4)1.3]: Zr, 42.18; C, 18.33; 
H, 0.79; S, 3.20%. Found: Zr, 41.8; C, 19.01; H, 0.96; S, 3.04%. 
MOF-808-2.3SO4 microcrystalline powder. Activated MOF-808-P microcrystalline 
powder (0.50 g, 0.37 mmol) was immersed in 50 mL of 0.05 M sulfuric acid (2.5 mmol) 
for 24 h during which time the mixture was stirred about once every two hours. The 
solution was then decanted and the remaining solid material was then solvent exchanged 
with 50 mL water for three days (water exchanged three times per day), quickly 
exchanged with 5 × 50 mL anhydrous acetone and immersed in 50 mL anhydrous 
chloroform for three days during which time chloroform was exchanged three times per 
day. The chloroform-exchanged material was activated under dynamic vacuum (30 
mTorr) for 24 h at room temperature and 24 h at 150 °C to afford MOF-808-2.3SO4 as
white powder which was stored under Ar to avoid hydration (Yield: 0.48 g). 1
H solution 
NMR spectra of digested, activated sample (400 MHz, DMSO-d6, ppm): 8.63 (s, BTC), 
8.11 (s, HCOOH), peak area ratio (BTC:HCOOH) = 6.0:0.2. Anal. Calcd for 
Zr6C18.2H13O31.6S2.3 = [Zr6O5.2(OH)2.8(C9H3O6)2(HCOO)0.2(SO4)2.3](H2O)2: Zr, 40.29; C, 
16.09; H, 0.96; S, 5.43%. Found: Zr, 39.9; C, 16.69; H, 0.79; S, 5.47%. 
MOF-808-2.5SO4 microcrystalline powder. Activated MOF-808-P microcrystalline 
powder (0.50 g, 0.37 mmol) was immersed in 50 mL of 0.1 M sulfuric acid (5 mmol) for 
24 h during which time the mixture was stirred about once every two hours. The solution 
was then decanted and the remaining solid material was then solvent exchanged with 50 
mL water for three days (water exchanged three times per day), quickly exchanged with 5 
× 50 mL anhydrous acetone and immersed in 50 mL anhydrous chloroform for three days 
during which time chloroform was exchanged three times per day. The 
chloroform-exchanged material was activated under dynamic vacuum (30 mTorr) for 24 h 
at room temperature and 24 h at 150 °C to afford MOF-808-2.5SO4 as white powder 
which was stored under Ar to avoid hydration (Yield: 0.48 g). 1
H solution NMR spectra 
of digested, activated sample (400 MHz, DMSO-d6, ppm): 8.63 (s, BTC), 8.12 (s, 
S8
HCOOH), peak area ratio (BTC:HCOOH) = 6.0:0.05. Anal. Calcd for Zr6C18H14O32.5S2.5 
= [Zr6O5(OH)3(C9H3O6)2(SO4)2.5](H2O)2.5: Zr, 39.73; C, 15.69; H, 1.02; S, 5.82%. Found: 
Zr, 39.9; C, 15.85; H, 1.18; S, 5.62%. "
204,204ZnMOF,10.1021/ja411887c,"3. Synthesis of 1 and 1-Lin
Synthesis of MOF 1: A mixture of Zn(NO3)2·6H2O (23.8 mg, 0.08 mmol), H4L (20 mg, 
0.04 mmol), THF (2 mL), H2O (0.5 mL), DMSO (0.5mL) was sealed in a 10 mL vial 
with a screw cap and heated at 100 oC for 2 days. The mixture was then cooled to room 
temperature and colorless block-like crystals were obtained, washed with ether and dried 
in air. Yield: 78%. Calcd for C64H97O36Zn4: C, 45.11; H, 5.74; Found: C, 45.02; H, 5.70. 
FTIR (KBr pellet): 3381(m), 2973(m), 2921(m), 1616(s), 1569(s), 1450(s), 1416(s),
1363(m), 1301(m), 1246(m), 1174(m), 1126(m), 1038(m), 939(w), 885(m), 782(m), 
725(m), 695(w), 571(w)."
205,205DEF1,10.1021/ja300034j,"Zn2(dobpdc)(DEF)2·DEF·H2O (DEF-1). To a 2-mL Pyrex tube,
H4dobpdc (4.0 mg, 0.015 mmol), ZnBr2·2H2O (8.9 mg, 0.034 mmol),
and 0.5 mL of mixed solvent (1:1 DEF:EtOH; DEF = N,Ndiethylformamide) were added. The tube was sealed and placed in a
pre-heated oven at 100 °C. After 72 h, needle-shaped, colorless crystals
had formed. The crystals were isolated by filtration and washed with
hot DEF to afford 3.7 mg (35%) of product. Anal. Calcd for
C29H41N3O10Zn2: C, 47.84; H, 5.64; N, 5.79. Found: C, 48.21; H,
5.72; N, 5.82. IR (KBr): 1655 (vs), 1610 (s), 1544 (s) 1462 (s), 1412
(vs), 1286 (s), 1234 (s), 1149 (m), 1103 (m), 1047 (w), 881 (m), 825
(m), 760 (w), 690 (m), 586 (m), 505 (w) cm−1
.
Mg2(dobpdc)(DEF)2·DEF1.5·H2O (DEF-2). Into a 10-mL Pyrex cell,
H4dobpdc (24 mg, 0.088 mmol), MgBr2·6H2O (60 mg, 0.21 mmol),
and 3 mL of solvent (1:1 DEF:EtOH) were loaded and sealed with a
PTFE cap. The mixture was irradiated in a microwave reactor (CEM
Discover) for 30 min at 120 °C. After 30 min, the solution was cooled,
and the resulting solid was collected via filtration and washed with hot
DEF. The solid was dried under vacuum to yield 57.5 mg (95%) of
product as a white powder. Anal. Calcd for C31.5H46.5Mg2N3.5O10.5: C,
54.77; H, 6.78; N, 7.10. Found: C, 54.85; H, 7.07; N, 6.86. IR (KBr):
1661 (vs), 1612 (s), 1570 (s), 1468 (vs), 1419 (s), 1298 (s), 1242 (s),
1149 (m), 1111 (m), 1047 (w), 945 (w), 885 (m), 842 (m), 825 (m),
725 (w), 692 (m), 660 (w), 590 (m), 501 (w), 447 (w) cm−1
. Heating
at 420 °C for 65 min in vacuo yielded the fully activated adsorbent
Mg2(dobpdc) (2).
Mg2(dobpdc)(mmen)1.6(H2O)0.4 (mmen-Mg2(dobpdc) or mmen2). A sample of fully activated 2 (77 mg, 0.24 mmol) was immersed in
anhydrous hexane, and 20 equiv of N,N′-dimethylethylenediamine
(mmen, 0.53 mL, 4.8 mmol) was added. The suspension was stirred
for one day, filtered, and rinsed copiously with hexanes. The solid was
then evacuated of residual solvents at 100 °C for 24 h to afford 87 mg
(77%) of product as a gray-white powder. Anal. Calcd for
C20.4H26Mg2N3.2O9.6: C, 52.46; H, 5.62; N, 9.60. Found: C, 52.15,
H, 5.41; N, 9.52. IR (ATR, neat): 3320 (w), 2952 (w), 2910 (w), 2862
(w), 2806 (w), 1616 (s), 1575 (s), 1538 (w), 1468 (vs), 1421 (vs),
1295 (m), 1244 (s), 1152 (m), 1104 (m), 1053 (m), 1000 (w), 887
(m), 844 (m), 828 (m), 727 (w), 692 (s), 618 (m), 589 (s) cm−1
."
206,206BOB,10.1021/ja206029a,"Synthesis of BOB MOF. A mixture of L1 (20.5 mg, 0.029 mmol), L3 (13 mg, 0.029 mmol), and Zn(NO3)2·6H2O (16 mg, 
0.054 mmol) were suspended in DMF (1.2 mL) in 1 dram vial. The resulting suspension was sonicated for 5 min and an 
aliquot of HNO3 in EtOH (0.5 mL of a 0.03 M solution) was added. The vial was then capped with Teflon-lined caps and
placed in an 80 °C oven for 12 h to give rectangular plate, orange crystals ~0.5 mm in length that were suitable for analysis 
with single-crystal X-ray diffraction. After cooling to room temperature, the crystals were isolated by decantation and 
rinsed with DMF (~20 mL). The crystals were filtered to give 45 mg of the as-synthesized materials. Yield calculated 
from activated sample = 25 mg (66 %) based on L1. 
Lee et al., Supporting Information to accompany J. Am. Chem. Soc. manuscript # ja-2011-06029a S2
Synthesis of BOP MOF. A solid mixture of L2 (5.1 mg, 0.006 mmol) and Zn(NO3)2·6H2O (5.8 mg, 0.019 mmol) was 
dissolved in DMF (1 mL) in 1dram vial. The vial was sonicated for 5 min and then capped with Teflon-lined caps and 
placed in an 80 °C oven for 2 h. While the solution was warm, solid L3 (12 mg, 0.025 mmol) and an aliquot of HNO3 in 
EtOH (1 mL of a 0.03M solution) were added. The vial was then recapped and the resulting suspension was heated in an 
oven at 80 °C for 12 h. After cooling to room temperature, the solvent was decanted and replaced with fresh DMF (2 mL). 
The mixture was gently swirled and allowed to settle before the solution was decanted. This process was repeated until the 
solution was colorless. The remaining dark brown crystals were then stored in DMF until ready for use"
207,207ZnTBAPy,10.1021/ja308995t,"Synthesis of [Zn2(TBAPy)(H2O)2]·(Guests)x (1). To a suspension
of Zn(NO3)2·6H2O (9 mg, 0.030 mmol) and H4TBAPy (10 mg, 0.015
mmol) in N,N-dimethylformamide (DMF) (2.5 mL) were added
dioxane (1.25 mL) and H2O (1.25 mL) (Vtotal = 5 mL) along with 10
μL of HCl, and the resulting yellow solution was sonicated for 10 min.
The resulting yellow suspension was heated to 120 °C for 72 h in a 12
mL sealed vial and then cooled to 30 °C at a rate of 0.2 °C/min. The
resulting yellow block crystals were filtered and washed with 10 mL of
the same mixture of solvents used for the synthesis. 1 was isolated in
41% yield based on Zn. Elemental analysis calculated for
[Zn2(C44H22O8)(H2O)2]·(C4H8O2)1.5(C3NOH7)0.5(H2O)1.1: C,
59.98; H, 4.24; N, 0.67. Found: C, 60.15; H, 4.02; N, 0.76."
208,208ZnMOF,10.1016/j.inoche.2015.02.023,"Synthesis of 1
Synthesis of 1: A mixture of H4L (0.1 mmol) and Zn(OAc)2∙6H2O (0.20 mmol) was dissolved in DMF (4 mL) in a screw-capped vial. After two drops of HNO3 were added to the mixture, the vial was capped and placed in an oven at 100 ºC for 48 h. The resulting single crystals were washed with DMF three times to give 1. The yield was 35% based on Zn. The compound 1 was weakly diffractors giving poor data and that we were unable to obtain better crystals despite attempt to do so, assuming that was the case. "
209,209Znbtcatz,10.1021/acs.inorgchem.6b02696,"Synthesis of Compound 1. A mixture of 5-amino tetrazole (atz,
0.0200g, 0.22 mmol), Zn(NO3)2·6H2O (0.1600g, 0.55 mmol),
pyrazine(0.0300g, 0.37 mmol), 1,3,5-benzenetricarboxylic acid (btc,
0.1400g, 0.45 mmol), tetraethylammonium bromide (TEA, 0.1200g,
0.57 mmol), ethanolamine (1.0000g, 16 mmol), N,N-dimethylacetamide (DMA, 6 mL), and methanol (3 mL) was stirred for 20 min,
transferred into the oven of 120 °C for 5 days, and then cooled to
room temperature. The resulting colorless transparent crystals were
obtained, washed with DMA and methanol, and dried at room
temperature"
210,210InMOF,10.1021/cg060732o,"Preparation of {[H2tmdp]3[In6(btc)8]‚40H2O}n (1). A mixture of
InCl3‚4H2O (148.0 mg, 0.5mmol), H3btc (105 mg, 0.5mmol), tmdp (210
mg, 1mmol), and H2O (7.0 mL) in a 30 mL Teflon-lined stainless steel
vessel was heated at 170 °C for 32 h, and the reaction system was
then cooled to room temperature at a rate of 6 °C h-1
, giving air-stable
yellow cubic crystals of complex 1 with an isolated yield of 70% (120
mg) based on InCl3‚4H2O. Elemental anal. Calcd for 1: C, 35.97; N,
2.27; H, 5.13. Found: C, 35.40; N, 2.27; H, 5.10. IR (KBr, cm-1
):
3412 (m, br), 2972 (w), 2928 (w), 1626 (s, sh), 1574 (m), 1541 (m),
1448 (sh), 1375 (vs, sh), 1212 (w), 1104 (w), 1050 (w), 766 (m, sh),
and 712 (m, sh)"
211,211RPM3,10.1021/cg4012185,"Synthesis of [Zn2(ndc)2(bpe)]·2.5DMF·0.25H2O (1): Zn(NO3)2·6H2O (0.074g, 
0.25mmol), 2,6-naphthalenedicarboxylic acid (0.054g, 0.25mmol) and 1,2-bis(4-
pyridyl)ethane (0.046g, 0.25mmol) and one drop of concentrated HNO3 were 
suspended in 10mL N,N’-dimethylformamide (DMF) in a 20ml glass vial. After the 
addition of 1 drop of concentrated nitric acid, the mixture was sonicated for 10 min 
under room temperature. The sealed vial was then placed in a 100 C oven for 24 
hours. Transparent light yellow crystals were collected using filtration, washed with 
DMF, and dried in air. Neutral or basic conditions led to the formation of impurity 
phase or a different phase. The pH of the reaction mixture was adjusted to be ~5 to 
5.5. Under acidic condition, high quality crystalline compound can be acquired"
212,212MOF419,10.1002/ijch.202300017,"
Synthesis of MOF-419 in DMF
In a 20 mL scintillation vial, H2BDH (98 mg, 0.5 mmol) was dispersed in DMF (10 mL). The resulting 
mixture was heated for 30 min in a preheated oven at 100 °C to yield a clear solution. Yttrium (III) nitrate hexahydrate (191 mg, 0.5 mmol) was dissolved in DMF (2 mL) and added to the H2BDH solution. 
The combined solution was sonicated for 10 min and formic acid (4 mL, 100 mmol) was added. The 
vial was placed in an oven at 100 °C for 90 min. The resulting solid was collected via filtration. The 
single crystals were washed with DMF (10.0 mL) three times to remove the unreacted reagents in the 
pores. DMF solvent was removed by washing the crystals with acetone (10.0 mL) for three times. The 
obtained solid was collected via filtration and dried under vacuum to yield MOF-419 (148 mg, 90% 
based on linker). Elemental Analysis: for YC9H7N2O6: Calcd. C 32.95%, H 2.15%, N 8.54%; Found C 
32.59%, H 2.54%, N 8.51%
Synthesis of MOF-419 in water
In a 20 mL scintillation vial, yttrium (III) nitrate hexahydrate (191 mg, 0.5 mmol) and H2BDH (98 mg, 
0.5 mmol) were dispersed in deionized water (12 mL). The mixture was sonicated for 10 min and formic acid (4 mL, 100 mmol) was added to the solution. The vial was placed in an oven at 100 °C overnight. The resulting solid was collected via filtration. The single crystals were washed with deionized 
water (10.0 mL) and acetone (10.0 mL) three times per day for two days, respectively. The obtained 
solid was collected via filtration and dried under vacuum to yield MOF-419 (122 mg, 72% based on 
linker). Elemental Analysis: for YC9H7N2O6: Calcd. C 32.95%, H 2.15%, N 8.54%; Found C 32.57%, H 
2.43%, N 8.42%"
213,213MOF808,10.1021/jacs.8b11525,"Synthesis of single crystalline samples
Single crystals of MOF-808. To reduce nucleation of MOF single-crystals on vial surface, the 
inner surface of glass vials was rinsed with Sigmacote® siliconizing reagent, washed three times 
with acetone, and dried in a drying oven before use. Single crystals of MOF-808 was prepared 
following the reported procedure.1
 ZrOCl2·8H2O (0.032 g, 0.10 mmol) and H3BTC (0.022 g, 0.10 
mmol) were dissolved separately in 2 ml DMF, then both solutions were combined in a 20 mL 
scintillation vial and 4 ml formic acid was added. This mixture was then placed in a 100 °C 
isothermal oven for three days. The crystals were washed with DMF 5 times (10 mL × 5) over 3 
days."
214,214MOF950,10.1021/jacs.6b05261,"Synthesis and Characterization of MOFs. General Procedure
for Sample Preparation. To reduce nucleation in the growth of MOF
single crystals, the inner surface of glass containers were rinsed with
Sigmacote siliconizing reagent, washed three times with acetone, and
dried in oven before use. Solvent exchange of the MOFs is performed
by immersing the sample in the given solvent for 3 days, during which
the solvent was decanted and freshly replenished three times per day.
Zn4O(BTAC)2, MOF-950. A solvent mixture of H3BTAC (0.033 g,
0.11 mmol) and Zn(NO3)2·6H2O (0.25 g, 0.84 mmol) in 20 mL DMF
was placed in a 20 mL screw-capped scintillation vial, which was
heated at 85 °C for 3 d. Light yellow crystals were collected and
quickly washed three times with 5 mL of fresh DMF. As-synthesized
MOF-950 was rinsed 3 times per day with 4 mL of DMF for 3 d and
immersed in 4 mL of chloroform for 3 d, during which time the
solvent was replaced 3 times per day. The solid was then evacuated
under dynamic vacuum, first at room temperature for 12 h and then 80
°C for 4 h to yield the activated sample (Yield: 0.029 g; 62% based on
H3BTAC). 1
H digested solution NMR of the activated sample (400
MHz, DMSO-d6, ppm): 8.05 (s, 3H, 1 × BTAC), 7.60 (d, J = 16.1 Hz,
3H, 1 × BTAC), 6.77 (d, J = 16.1 Hz, 3H, 1 × BTAC). EA of activated
sample: Calcd for Zn4C30H18O13 = Zn4O(C15H9O6)2: C, 42.49; H,
2.14%. Found: C, 41.47; H, 2.09%. ATR-FTIR (4000−400 cm−1
):
1647 (m), 1588 (m), 1560 (sh), 1542 (sh), 1527 (m), 1444 (m), 1399
(s), 1299 (w), 1236 (w), 1166 (w), 972 (m), 895 (w), 858 (m), 753
(w), 726 (w), 670 (w), 593 (m), 524 (m), 413 (m).
Zn4O(BDC)(BTAC)4/3, MOF-905. A solvent mixture of H3BTAC
(0.045 g, 0.16 mmol), H2BDC (0.048 g, 0.29 mmol) and Zn(NO3)2·
6H2O (0.26 g, 0.87 mmol) in 18 mL DMF and 1.8 mL ethanol was
placed in a 20 mL screw-capped scintillation vial, which was heated at
85 °C for 1 d. Collected light yellow crystals were washed and dried in
the same way as MOF-950 to yield the activated sample (Yield: 0.048
g; 49% based on H3BTAC). 1
H digested solution NMR of activated
sample (400 MHz, DMSO-d6, ppm): 8.05 (s, 4H, 1.33 × BTAC), 8.03
(s, 4H, 1 × BDC), 7.60 (d, J = 16.1 Hz, 4H, 1.33 × BTAC), 6.77 (d, J
= 16.1 Hz, 4H, 1.33 × BTAC). EA of activated sample: Calcd for
Zn4C28H16O13 = Zn4O(C8H4O4)(C15H9O6)4/3: C, 40.89; H, 1.96%.
Found: C, 39.87; H, 1.82%. ATR-FTIR (4000−400 cm−1
): 1644 (m),
1595 (m), 1535 (m), 1397 (s), 1301 (w), 1275 (w), 1236 (w), 1160
(w), 1020 (w), 983 (m), 861 (m), 825 (w), 746 (m), 666 (w), 604
(m), 576 (m), 517 (m).
Zn4O(BDC-Me2)(BTAC)4/3, MOF-905-Me2. A solvent mixture of
H3BTAC (0.045 g, 0.16 mmol), H2BDC-Me2 (0.067 g, 0.34 mmol)
and Zn(NO3)2·6H2O (0.26 g, 0.87 mmol) in 18 mL DMF and 1.8 mL
ethanol was placed in a 20 mL screw-capped scintillation vial, which
was heated at 85 °C for 1 d. Obtained light yellow crystals were
washed and dried in the same way as MOF-905 to yield the activated
sample (Yield: 0.044 g; 43% based on H3BTAC). 1
H digested solution
NMR of activated sample (400 MHz, DMSO-d6, ppm): 8.07 (s, 4H,
1.33 × BTAC), 7.67 (s, 2H, 1 × BDC-Me2), 7.59 (d, J = 16.0 Hz, 4H,
1.33 × BTAC), 6.76 (d, J = 16.0 Hz, 4H, 1.33 × BTAC), 2.46 (s, 6H, 1
× BDC-Me2). EA of activated sample: Calcd for Zn4C30H20O13 =
Zn4O(C10H8O4)(C15H9O6)4/3: C, 42.39; H, 2.37%. Found: C, 42.09;
H, 2.02%. ATR-FTIR (4000−400 cm−1
): 1645 (m), 1594 (m), 1534
(m), 1400 (s), 1360 (m), 1301 (w), 1236 (w), 1194 (w), 1159 (w),
982 (m), 861 (m), 796 (w), 748 (w), 666 (w), 604 (m), 570 (w), 517
(m), 427 (w).
Zn4O(NDC)(BTAC)4/3, MOF-905-Naph. A solvent mixture of
H3BTAC (0.045 g, 0.16 mmol), H2NDC (0.074 g, 0.34 mmol) and
Zn(NO3)2·6H2O (0.26 g, 0.87 mmol) in 18 mL DMF and 1.8 mL
ethanol was placed in a 20 mL screw-capped scintillation vial, which
was heated at 85 °C for 1 d. Obtained light yellow crystals were
washed and dried in the same way as MOF-905 to yield the activated
sample (Yield: 0.047 g; 45% based on H3BTAC). 1
H digested solution
NMR of activated sample (400 MHz, DMSO-d6, ppm): 8.75 (dd, J =
6.7 Hz, 3.4 Hz, 2H, 1 × NDC), 8.09 (s, 2H, 1 × NDC), 8.07 (s, 4H,
1.33 × BTAC), 7.69 (dd, J = 6.7 Hz, 3.4 Hz, 2H, 1 × NDC), 7.60 (d, J
= 16.0 Hz, 4H, 1.33 × BTAC), 6.76 (d, J = 16.0 Hz, 4H, 1.33 ×
BTAC). EA of activated sample: Calcd for Zn4C32H18O13 =
Zn4O(C12H6O4)(C15H9O6)4/3: C, 44.05; H, 2.08%. Found: C, 43.70;
H, 1.98%. ATR-FTIR (4000−400 cm−1
): 1644 (m), 1593 (m), 1532
(m), 1400 (s), 1371 (s), 1264 (w), 1237 (w), 1165 (w), 982 (m), 860
(m), 827 (w), 789 (m), 740 (w), 666 (w), 604 (m), 587 (m), 522
(m), 472 (m).
Zn4O(BDC-NO2)(BTAC)4/3, MOF-905-NO2. A solvent mixture of
H3BTAC (0.045 g, 0.16 mmol), H2BDC-NO2 (0.062 g, 0.29 mmol)
and Zn(NO3)2·6H2O (0.26 g, 0.87 mmol) in 18 mL DMF and 1.8 mL
ethanol was placed in a 20 mL screw-capped scintillation vial, which
was heated at 85 °C for 36 h. Obtained light yellow crystals were
washed and dried in the same way as MOF-905 to yield the activated
sample (Yield: 0.043 g; 41% based on H3BTAC). 1
H digested solution
NMR of activated sample (400 MHz, DMSO-d6, ppm): 8.24 (d, J =
1.4 Hz, 1H, 1 × BDC-NO2), 8.20 (dd, J = 7.9 Hz, 1.4 Hz, 1H, 1 ×
BDC-NO2), 8.03 (s, 4H, 1.33 × BTAC), 7.85 (d, J = 7.9 Hz, 1H, 1 ×
BDC-NO2), 7.59 (d, J = 16.0 Hz, 4H, 1.33 × BTAC), 6.76 (d, J = 16.0
Hz, 4H, 1.33 × BTAC). EA of activated sample: Calcd for
Zn4C28H15NO15 = Zn4O(C8H3O6N)(C15H9O6)4/3: C, 38.76; H,
1.74; N, 1.62%. Found: C, 38.98; H, 1.46; N, 1.65%. ATR-FTIR
(4000−400 cm−1
): 1643 (m), 1615 (m), 1591 (m), 1532 (m), 1398
(s), 1302 (w), 1276 (w), 1237 (w), 1167 (w), 1133 (w), 1067 (w),
983 (m), 860 (m), 840 (w), 826 (w), 778 (w), 750 (w), 738 (w), 728
(w), 666 (w), 604 (m), 589 (m), 525 (m), 509 (m)."
